param_SVM__max_iter,train acc,test acc
1,0.49999999999999983,0.5
4,0.49999999999999983,0.5
16,0.49999999999999983,0.5
64,0.49999999999999983,0.5
256,0.4834455365490932,0.47979574818607945
1024,0.43290971802737416,0.43940820867879105
