mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03745112419128418,0.00184266305249397,0.0031102657318115234,0.0007310740448388221,1,{'MLP__max_iter': 1},0.9085717981052156,0.9192744204093511,0.9211886054256797,0.9179551847899895,0.9157666209368606,0.9165519506274915,0.004364684834504545,22,0.9242198721658132,0.9224904492278918,0.9181567434196389,0.9163276608696433,0.9160539334562032,0.919449731827838,0.003315140836329752
0.07005457878112793,0.00523645319695442,0.0032651424407958984,0.0005167609706334081,2,{'MLP__max_iter': 2},0.9658065767775731,0.9642157338248133,0.9616192970543537,0.9674006531509685,0.9656416145854986,0.9649362139645112,0.0019422994983066548,21,0.9689194751608345,0.9740534976054528,0.9658222797996191,0.9706711662130417,0.9682769101432404,0.9695486657844377,0.0027368855550587512
0.12696413993835448,0.0037482296410772027,0.0030794620513916017,0.00021604040872144764,4,{'MLP__max_iter': 4},0.9713163255407896,0.9859313868141109,0.9846574190836486,0.9841562388851168,0.9819299710377893,0.9815980042077671,0.005303156106190293,20,0.9836792583556314,0.988968784476581,0.9864716089130019,0.9885021548544267,0.9855223591036957,0.9866288331406674,0.0019459548896345734
0.24278292655944825,0.0037889489010181736,0.0029924392700195314,0.0001353259654505678,8,{'MLP__max_iter': 8},0.9870695508778736,0.9871600866556731,0.9914864034662269,0.98857309147347,0.9869142889477064,0.9882417402113316,0.0017290832779412514,19,0.9933555956334579,0.9935381652767258,0.9950087186270531,0.9958633729045732,0.9912479386943447,0.9938027582272309,0.0015809832380364694
0.4721687793731689,0.0021609158247952866,0.0033609867095947266,0.00038403841287854153,16,{'MLP__max_iter': 16},0.9903029715135643,0.9903935072913637,0.9906683480453972,0.9885278235845704,0.9895699666033839,0.9898927801911916,0.0007732747190926829,18,0.9972540604457393,0.9963766603392571,0.9969804626345218,0.9974139316039285,0.9972572509457754,0.9970564731938444,0.000367437631472995
0.8369938850402832,0.07552488812553729,0.0030313968658447266,0.00018364320710902886,32,{'MLP__max_iter': 32},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.8326966762542725,0.07217261645900223,0.002897357940673828,9.813345787638196e-05,64,{'MLP__max_iter': 64},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.8362560272216797,0.08264235722221398,0.0029501914978027344,9.200016599501004e-05,128,{'MLP__max_iter': 128},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.9254895687103272,0.09363272682316785,0.0038176536560058593,0.0008437895858342479,256,{'MLP__max_iter': 256},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.8680804252624512,0.072517152058458,0.0032936573028564454,0.0005290489596436643,512,{'MLP__max_iter': 512},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.821217679977417,0.08042336116416088,0.0030262947082519533,0.0002492356440731699,1024,{'MLP__max_iter': 1024},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.8802734851837158,0.11532171142141373,0.0033860206604003906,0.0004931943808205797,2048,{'MLP__max_iter': 2048},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.9040787220001221,0.07642971792343667,0.0035193920135498046,0.00042841088373035604,2100,{'MLP__max_iter': 2100},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
0.8567014217376709,0.08805924632188526,0.0033716201782226563,0.0004482474880373244,2200,{'MLP__max_iter': 2200},0.9893458790053998,0.9872991237430079,0.9948103598797168,0.9885278235845704,0.9930896027049875,0.9906125874304771,0.002852882687766607,1,0.9949318429579054,0.9935388206157454,0.9978464661545811,0.9988606178227887,0.998064797749539,0.9966485090601118,0.002047022459934975
