,train,test
0.1,0.3205312000000049,0.029951600000094912
0.2,0.6848136000000522,0.025118399999882968
0.3,1.0919470000000728,0.02454280000001745
0.4,1.1872221999996326,0.01801099999993312
0.5,1.2463776000000508,0.012632000000303378
0.6,2.5414561999998115,0.018650399999751245
0.7,2.1183147999998253,0.010260400000152003
0.8,3.540293799999745,0.010935000000063155
0.9,3.687398999999823,0.006011399999806599
