,train,test
0.1,0.009627400000317721,0.0027505999998538753
0.2,1.7613721999994596,0.09925960000036867
0.3,2.370664399999805,0.08962380000011763
0.4,2.951753200001258,0.07861060000068391
0.5,3.4811795999987227,0.06968299999934971
0.6,4.010867599999619,0.056363199999032075
0.7,4.464233200000308,0.045918600000004514
0.8,4.981782400000521,0.03482180000137305
0.9,5.467132199999469,0.02021500000191736
