param_MLP__max_iter,train acc,test acc
1,0.6487395677130339,0.6289349855855544
2,0.6487395677130339,0.6289349855855544
4,0.6726368175097421,0.6523977067832314
8,0.6726368175097421,0.6523977067832314
16,0.6726368175097421,0.6523977067832314
32,0.6726368175097421,0.6523977067832314
64,0.6726368175097421,0.6523977067832314
128,0.6726368175097421,0.6523977067832314
256,0.6726368175097421,0.6523977067832314
512,0.6726368175097421,0.6523977067832314
1024,0.6726368175097421,0.6523977067832314
