,train,test
0.1,0.06198420000000624,0.02313780000040424
0.2,0.31883080000006886,0.02059419999968668
0.3,0.300270399999863,0.019078599999920696
0.4,0.5119220000000496,0.015906600000016625
0.5,0.4642091999998229,0.013801600000442704
0.6,0.5337220000001253,0.009985599999708938
0.7,0.5265378000003693,0.009530200000153855
0.8,0.6156240000000253,0.0019281999997474487
0.9,0.8063987999994424,0.0032678000003215856
