param_SVM__max_iter,train acc,test acc
1,0.8365110347446371,0.8371918460029708
4,0.9221134231098659,0.9195706494448627
16,0.9344727526324009,0.9336427082005808
64,0.9344727526324009,0.9336427082005808
256,0.9344727526324009,0.9336427082005808
1024,0.9344727526324009,0.9336427082005808
