,train,test
0.1,0.22113500000268688,1.1063218000010238
0.2,0.9463853999986895,1.9023253999985172
0.3,2.4210183999995936,2.5113652
0.4,4.421386799997708,2.7987140000012003
0.5,6.6412675999992645,2.876039799999853
0.6,9.420020800002385,2.7388294000018503
0.7,12.905967999997666,2.4306234000017866
0.8,17.2220324000009,1.8324775999994016
0.9,22.443955199999618,1.0305948000008356
