param_SVM__max_iter,train acc,test acc
1,0.891798067273692,0.8998973833619626
4,0.9117032788839846,0.9023069908571798
16,0.9235624674482319,0.9154907371804997
64,0.9370432103885755,0.9345514078040567
256,0.9337437037145669,0.9336054557739991
1024,0.9336252203022446,0.9331687745512918
