,train,test
0.1,0.012976600000001781,0.09934240000011414
0.2,0.031019000000014785,0.13466680000010456
0.3,0.05198099999997794,0.1397065999998631
0.4,0.07533159999993586,0.13196480000005978
0.5,0.09816000000000713,0.11884899999986373
0.6,0.12638040000001638,0.10575659999994969
0.7,0.15314780000007885,0.08155299999998533
0.8,0.1788676000000123,0.05823480000026393
0.9,0.20533099999993282,0.031230800000139426
