,train,test
0.1,0.05113119999999753,0.007360599999998385
0.2,0.13407239999999945,0.006232599999995614
0.3,0.20890599999999893,0.00609600000000512
0.4,0.27971299999999816,0.006289599999999495
0.5,0.3472425999999956,0.004486600000001317
0.6,0.4113545999999985,0.0040897999999998545
0.7,0.47883419999999716,0.0020794000000023518
0.8,0.4969104000000044,0.0013859999999993988
0.9,0.2347363999999942,0.00041019999999889476
