mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.044964599609375,0.001535511401845534,0.0029677867889404295,0.0006288834322292654,1,0.01,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 1}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6796520995245048,0.6835690105289486,0.6876166314444414,0.006275796535493412,665,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6896069658086192,0.6886277253158454,0.687615637362038,0.001569239645541495
0.07967047691345215,0.0004712593575940804,0.002953052520751953,0.00016142631650369057,1,0.01,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 2}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6796520995245048,0.6835690105289486,0.6876166314444414,0.006275796535493412,665,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6896069658086192,0.6886277253158454,0.687615637362038,0.001569239645541495
0.18968114852905274,0.0010339191895105,0.0038077831268310547,7.66437676342867e-05,1,0.01,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 5}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6796520995245048,0.6835690105289486,0.6876166314444414,0.006275796535493412,665,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6896069658086192,0.6886277253158454,0.687615637362038,0.001569239645541495
0.37361459732055663,0.0022095262596457266,0.005386066436767578,0.00039557846781722604,1,0.01,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 10}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6796520995245048,0.6835690105289486,0.6876166314444414,0.006275796535493412,665,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6896069658086192,0.6886277253158454,0.687615637362038,0.001569239645541495
0.7398926258087158,0.0025391045622983775,0.00850973129272461,0.00047775306000324784,1,0.01,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 20}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6796520995245048,0.6835690105289486,0.6876166314444414,0.006275796535493412,665,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6896069658086192,0.6886277253158454,0.687615637362038,0.001569239645541495
1.110008144378662,0.003002989246123778,0.011225414276123048,0.0003463031429021221,1,0.01,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 30}",0.6962890265935131,0.6935466562680426,0.6850237143038513,0.6331681342631638,0.6835690105289486,0.6783198383921732,0.023091043207646364,840,0.6854467456523303,0.6861328827973046,0.6882638672360902,0.6482404147389628,0.6886277253158454,0.6793423271481067,0.015598185942477825
1.4581690311431885,0.024971469788347297,0.013932371139526367,0.0004794646494771441,1,0.01,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 45}",0.6827953333544877,0.6935466562680426,0.6809541946658686,0.6331681342631638,0.6835690105289486,0.6748066335795534,0.02127600271154735,859,0.6804113718014276,0.6861328827973046,0.6808719042451058,0.6482404147389628,0.6886277253158454,0.6768568597797292,0.01464413837024542
1.544877052307129,0.036922018694942334,0.014914894104003906,0.0013463593601349547,1,0.01,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 60}",0.6827953333544877,0.6935466562680426,0.6809541946658686,0.6331681342631638,0.6835690105289486,0.6748066335795534,0.02127600271154735,859,0.6804113718014276,0.6861328827973046,0.6808719042451058,0.6482404147389628,0.6886277253158454,0.6768568597797292,0.01464413837024542
1.4593096256256104,0.029892646104554946,0.013745880126953125,0.0002067400953883796,1,0.01,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 80}",0.6827953333544877,0.6935466562680426,0.6809541946658686,0.6331681342631638,0.6835690105289486,0.6748066335795534,0.02127600271154735,859,0.6804113718014276,0.6861328827973046,0.6808719042451058,0.6482404147389628,0.6886277253158454,0.6768568597797292,0.01464413837024542
1.4570643424987793,0.033050176133103,0.013354158401489258,0.00041021304964836906,1,0.01,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 90}",0.6827953333544877,0.6935466562680426,0.6809541946658686,0.6331681342631638,0.6835690105289486,0.6748066335795534,0.02127600271154735,859,0.6804113718014276,0.6861328827973046,0.6808719042451058,0.6482404147389628,0.6886277253158454,0.6768568597797292,0.01464413837024542
1.4636881828308106,0.02806912428900181,0.013523674011230469,0.0004190631108322521,1,0.01,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 100}",0.6827953333544877,0.6935466562680426,0.6809541946658686,0.6331681342631638,0.6835690105289486,0.6748066335795534,0.02127600271154735,859,0.6804113718014276,0.6861328827973046,0.6808719042451058,0.6482404147389628,0.6886277253158454,0.6768568597797292,0.01464413837024542
