mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.014451169967651367,0.0015345698420069053,0.0015364646911621093,0.00011836079949448872,1,{'SVM__max_iter': 1},0.8907879846089178,0.8413489830892102,0.884182106250202,0.8815856694797428,0.8864855142755521,0.8768704031568806,0.01802520460339525,6,0.8887660684946616,0.8586121351578867,0.8803535033070656,0.8925632243751183,0.8984681669738416,0.8837526196617146,0.013877367980935926
0.025078964233398438,0.0010000317441463413,0.0015135765075683593,0.00017487697072077728,4,{'SVM__max_iter': 4},0.9091764477640897,0.9006660846509524,0.9198338021793254,0.8921945225854433,0.9098318505790133,0.9063377621632523,0.009326375808654787,5,0.9171837686235557,0.9102391341425418,0.9116936741233848,0.8990998685876714,0.9119167717528373,0.9100266434459983,0.005950051734288846
0.05633611679077148,0.005097040813500693,0.0015891551971435546,0.0001428475998097201,16,{'SVM__max_iter': 16},0.9022116597148123,0.90662527888253,0.928437934490898,0.9180101529407961,0.9081722396980909,0.9126950508361034,0.009418700662442417,4,0.9113011688729588,0.9160635123284518,0.9227313971085669,0.9185131577095926,0.9160967762796262,0.9169412024598392,0.0037226542084670055
0.11809964179992676,0.0041954806844873805,0.0015471935272216796,7.163017888946958e-05,64,{'SVM__max_iter': 64},0.9331199275713778,0.9282956639829277,0.9401817182397257,0.9340349856112783,0.9263065906350899,0.9323926183665026,0.004851133402758709,1,0.935643891245934,0.9352881933559786,0.9332260635691871,0.9303789453979644,0.934180489539884,0.9337435166217896,0.0018855499165084232
0.25429062843322753,0.007122085253933618,0.0015952110290527344,8.843952647632437e-05,256,{'SVM__max_iter': 256},0.9318912277298155,0.9300708119119218,0.9372684062469686,0.9354900248973391,0.9231472499757493,0.9315802522223277,0.004918239970276998,2,0.9350737607876096,0.9341828266360708,0.932200610002324,0.9354387131903948,0.9346816697384163,0.9343155160709632,0.0011367505876761189
0.5569356441497803,0.010376285330345316,0.0015570163726806641,3.9976646403129256e-05,1024,{'SVM__max_iter': 1024},0.9307530636660524,0.9300708119119218,0.9372684062469686,0.9354900248973391,0.9225520118805113,0.9312337696642503,0.005124327741243208,3,0.93506241154507,0.9341828266360709,0.9319043137060277,0.9354387131903948,0.9345337407443335,0.9342244011643792,0.0012375007334302591
