,0,1,2,3,4
0.1,0.6637011846589725,0.6777238250529,0.6525337431589074,0.6779996913962785,0.6670011264422624
0.01,0.6686784178250396,0.6690946915042221,0.6812132374714456,0.6825472816945573,0.6722402274773576
0.001,0.6624414750701185,0.6771233327261932,0.6512881717396244,0.6608814360343046,0.672609384798042
