,0,1,2,3,4
959,0.5837752016894817,0.6093980930457642,0.6093980930457642,0.6093980930457642,0.6093980930457642
1007,0.5987740158538225,0.6142541087231351,0.6142541087231351,0.6142541087231351,0.6142541087231351
1055,0.6132420427495154,0.6218869092733541,0.6218869092733541,0.6218869092733541,0.6218869092733541
1103,0.612786626002485,0.620803792809546,0.620803792809546,0.620803792809546,0.620803792809546
1151,0.611728606763526,0.6149972233169718,0.6149972233169718,0.6149972233169718,0.6149972233169718
1199,0.6214122635355512,0.6094539939332659,0.6094539939332659,0.6094539939332659,0.6094539939332659
1247,0.6219655493001396,0.6095691091564305,0.6095691091564305,0.6095691091564305,0.6095691091564305
1295,0.626276361124846,0.6096386630532973,0.6096386630532973,0.6096386630532973,0.6096386630532973
1343,0.6242179884480527,0.6065383212284018,0.6065383212284018,0.6065383212284018,0.6065383212284018
1391,0.623110764451925,0.6105893513941678,0.6105893513941678,0.6105893513941678,0.6105893513941678
1439,0.6143711227540098,0.612709043605674,0.612709043605674,0.612709043605674,0.612709043605674
1487,0.618792379237924,0.6111637746358184,0.6111637746358184,0.6111637746358184,0.6111637746358184
1535,0.6301943737157153,0.6095573298653642,0.6095573298653642,0.6095573298653642,0.6095573298653642
1583,0.6279304187546801,0.6106811108565321,0.6106811108565321,0.6106811108565321,0.6106811108565321
1631,0.6245455666543348,0.6157810157379228,0.6157810157379228,0.6157810157379228,0.6157810157379228
1679,0.6206209561048271,0.6228357412179119,0.6228357412179119,0.6228357412179119,0.6228357412179119
1727,0.6231054537473939,0.6268873887841995,0.6268873887841995,0.6268873887841995,0.6268873887841995
1775,0.623051722426288,0.6252546689303906,0.6252546689303906,0.6252546689303906,0.6252546689303906
1823,0.6242585588206769,0.628633961458389,0.628633961458389,0.628633961458389,0.628633961458389
1871,0.6258095991271523,0.6315095466601875,0.6315095466601875,0.6315095466601875,0.6315095466601875
1919,0.6255041643110273,0.6307696851839435,0.6307696851839435,0.6307696851839435,0.6307696851839435
2829,0.6303354387100094,0.6339745188525959,0.6339745188525959,0.6339745188525959,0.6339745188525959
3738,0.636592706787921,0.6362507544795817,0.6362507544795817,0.6362507544795817,0.6362507544795817
4648,0.649037395531298,0.6508758859692689,0.6508758859692689,0.6508758859692689,0.6508758859692689
5557,0.6505618320869244,0.6618682980377132,0.658494788175017,0.658494788175017,0.658494788175017
6467,0.6472552477145498,0.6606031615439826,0.6529984942648449,0.6529984942648449,0.6529984942648449
7376,0.6518632640416617,0.659931041076723,0.6610491908836481,0.6610491908836481,0.6610491908836481
8285,0.6511098799714329,0.6590628549105526,0.6557187465338105,0.6557187465338105,0.6557187465338105
9195,0.6530208005709268,0.6583013873482807,0.6590891888819704,0.6590891888819704,0.6590891888819704
10104,0.6521283823975773,0.6593531464360478,0.6566413362153879,0.6620171868045284,0.6620171868045284
11014,0.6523427034976267,0.6557305884767388,0.6570769428912221,0.6591428240283407,0.6591428240283407
11923,0.6519864488656568,0.6540638021911079,0.6594000043149164,0.6588447737699253,0.6588447737699253
12833,0.6526372778793639,0.6592233591828076,0.66132207678493,0.6595424371042135,0.6595424371042135
13742,0.6534049998711592,0.6599087731765041,0.6616303483859203,0.6566195632718154,0.6566195632718154
14651,0.6545092180624361,0.6601778964365664,0.6591399260946768,0.6547376826813688,0.6577287397145942
15561,0.6549395251207774,0.6627196143764335,0.6594403609933794,0.6567657125346364,0.6557872495193888
16470,0.6579281692505456,0.6633626966018961,0.6599216152811073,0.6603214160264553,0.6580498056177753
17380,0.659142111417257,0.6652274035859536,0.6629786582273216,0.6621287579982181,0.6601890936918264
18289,0.6582781478558608,0.6666800862606876,0.6632338737808746,0.6606963558062829,0.6622107348801332
19199,0.6602668449563681,0.6651673437817519,0.6626086592755904,0.6587604341302543,0.6632657739737124
