,train,test
0.1,0.19298220000055152,0.032081599999946774
0.2,0.4531364000002213,0.023378800000500632
0.3,0.543849999998929,0.02258099999962724
0.4,0.6093527999997604,0.020036600000457837
0.5,0.7574879999992845,0.01742619999931776
0.6,0.7412770000009914,0.014432400000077904
0.7,1.4205401999992318,0.010946599999442697
0.8,0.9796352000012121,0.008309199999348493
0.9,2.324818600001163,0.005122600000322564
