mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2034736156463623,0.003946973030474891,0.003215456008911133,0.0005031081401043935,1,{'Boost__n_estimators': 1},0.7067497175644919,0.6946598229211065,0.7000571319748619,0.7012602285883566,0.7013038014451775,0.7008063674119704,0.003850337960037435,13,0.7150464879813818,0.7124808506414834,0.717948591167638,0.7181373940363583,0.7163038584929577,0.7159834364639639,0.0020856661483836187
0.3961289882659912,0.0074078072505757014,0.0034004688262939454,0.00017898847326825755,2,{'Boost__n_estimators': 2},0.7067497175644919,0.6956150453579515,0.7000571319748619,0.7012602285883566,0.7013038014451775,0.7009974118993394,0.00355282528537865,12,0.7150464879813818,0.7119966397813376,0.717948591167638,0.7181373940363583,0.7163038584929577,0.7158865942919347,0.0022507583044791006
0.9663757801055908,0.008447129486614377,0.0048693656921386715,0.0002960351090541639,5,{'Boost__n_estimators': 5},0.713345839572602,0.7079089999486115,0.7028321136110128,0.7095693035037921,0.703520256337717,0.7074357119940485,0.003904710395627521,11,0.7225852498027436,0.7235335028486006,0.7192784940100597,0.7196839005368851,0.7197668120311188,0.7209695918458815,0.0017403151196600346
1.9294687747955321,0.004913866029316246,0.007046556472778321,0.00023630476407391236,10,{'Boost__n_estimators': 10},0.7129644320137564,0.7126012278840311,0.7036354375432645,0.7118160410866562,0.7059752376312965,0.7093987664482335,0.003840564110661898,10,0.7231284289933422,0.7241172721856007,0.7244070507336928,0.7263513344874926,0.7228898902058843,0.7241787953212027,0.0012280356572678015
3.313690996170044,0.26789775777972585,0.010640478134155274,0.0011893346309241038,20,{'Boost__n_estimators': 20},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.348949432373047,0.20462209860096342,0.009812259674072265,0.0009639518150845961,30,{'Boost__n_estimators': 30},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.2518335819244384,0.2307591590561564,0.009888982772827149,0.000981416777288177,40,{'Boost__n_estimators': 40},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.1826125621795653,0.2572093913788394,0.009457683563232422,0.0006998168215931436,50,{'Boost__n_estimators': 50},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.231195306777954,0.27580289201428776,0.009825849533081054,0.0005454288780837763,60,{'Boost__n_estimators': 60},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.27547607421875,0.24329669538321758,0.009991741180419922,0.00033949304129582235,70,{'Boost__n_estimators': 70},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.247884178161621,0.22527474214114973,0.010110092163085938,0.0005514924547793235,80,{'Boost__n_estimators': 80},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.2482247829437254,0.22518823837778204,0.01002659797668457,0.0007545100687311105,90,{'Boost__n_estimators': 90},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
3.3028738021850588,0.2811760530826792,0.010287714004516602,0.0005379175317641969,100,{'Boost__n_estimators': 100},0.7142320549569384,0.7164054919244407,0.7097937505478925,0.7162724862686775,0.7090250220750384,0.7131459781143009,0.0031558029890365246,1,0.7252058640077415,0.7235049304711784,0.7259751538259168,0.7289915591575525,0.7265734502319448,0.7260501915388667,0.0017956790731645852
