mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07308444976806641,0.006149728666858983,0.00281219482421875,0.0011801918721687766,relu,10.0,"(8,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 1e-06}",0.03159392697213128,0.038141214352549836,0.05595841545579586,0.0322358758900186,0.01297347445706925,0.03418049672960713,0.013783945583291586,2516,0.03504502453580449,0.03345541089079659,0.03032278907576616,0.034939826888124394,0.03959417756318338,0.034671445790735,0.002994476037579471
0.22316427230834962,0.030391803362080697,0.002227973937988281,6.45697026066548e-05,relu,10.0,"(8,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.001}",0.7701186847012145,0.7806641259817798,0.7572093734136095,0.7694072574972123,0.8373893513238657,0.7829558049740681,0.028209145370844464,2214,0.8008169229510029,0.7968790258284192,0.7859861017768303,0.7767048590088284,0.767961567275128,0.7856696953680418,0.012240374155539559
0.16696977615356445,0.027391853300086734,0.0021619796752929688,5.8343320808452395e-05,relu,10.0,"(8,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.002}",0.7701186847012145,0.7806641259817798,0.7774594796317518,0.7694072574972123,0.8501260209720458,0.7895517778267908,0.030584999484250176,2208,0.8021392016314964,0.7948092170848269,0.8098245742355437,0.7774166928882714,0.7878123981086874,0.7944004167897651,0.011223274113416419
0.13192710876464844,0.016907838277023867,0.0021432876586914063,3.656678842337048e-05,relu,10.0,"(8,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.004}",0.7784869639549772,0.796876897596249,0.7774594796317518,0.813923165986919,0.8543919071792606,0.804223573900485,0.028436741929864957,2157,0.8166167468989597,0.8143849918511853,0.8085212364815852,0.8035890830071435,0.803450799132489,0.8093125714742726,0.005418954390020883
0.10713381767272949,0.020277300204839206,0.0020606517791748047,6.678155046302973e-05,relu,10.0,"(8,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.008}",0.778669317237526,0.7990741374439134,0.791524461122817,0.7836732729134956,0.8545795294914386,0.8015007842579153,0.027427879236569273,2163,0.8179481721655969,0.816017034228835,0.817163059641419,0.7893465113482321,0.7953162250692931,0.8071582004906752,0.012267748632571797
0.10068316459655761,0.022093415709421735,0.0020915985107421873,3.8528147309183685e-05,relu,10.0,"(8,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.016}",0.7701186847012145,0.8016258255598433,0.7966926378272939,0.8472262657306537,0.8555713902866026,0.814239915305861,0.03228132231738444,2140,0.8140837258835892,0.8203383809926176,0.8316993558952324,0.8168391151851302,0.8207675021780598,0.8207456160269258,0.005996536760299945
0.08497700691223145,0.005609148740334568,0.0021617889404296877,8.156221186448647e-05,relu,10.0,"(8,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.032}",0.767423249222644,0.7990741374439134,0.7966926378272939,0.8468518013986741,0.8511404168984583,0.8122292695730183,0.03204748873967478,2146,0.7917998197538976,0.8153040647397352,0.8366259562161665,0.8180744385586359,0.7995308873162295,0.812267033316933,0.015603992350045474
0.09846649169921876,0.013607643965146734,0.002044534683227539,5.527745939559763e-05,relu,10.0,"(8,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.064}",0.78970362998567,0.8256945254447805,0.7542616084545488,0.8566957332992253,0.8443163278245059,0.8141317597978358,0.03751441047766978,2141,0.8211708697740071,0.8394677899931451,0.7967871415251844,0.8232633821244202,0.7820566049521075,0.8125491576737728,0.020454721780633595
0.09869565963745117,0.009599463463621226,0.002058601379394531,2.992380179194346e-05,relu,10.0,"(8,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (8,), 'MLP__learning_rate_init': 0.128}",0.7839384248391881,0.8464783865557577,0.7887374147126489,0.802914356573701,0.8417696799844786,0.812765979972646,0.026394858637586838,2145,0.8191838783772115,0.8487230886773024,0.8185374220493119,0.7969699025816435,0.7770976032661504,0.8121023789903239,0.024028982319167974
0.06628012657165527,0.0019594050040386726,0.003298664093017578,0.002254035941277191,relu,10.0,"(4,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (4,), 'MLP__learning_rate_init': 1e-06}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
