,train,test
0.1,0.2397916000000805,0.07238200000010693
0.2,0.4785996000000523,0.06247300000004543
0.3,0.8125544000000445,0.05554299999985233
0.4,0.9178337999998802,0.05198879999998098
0.5,1.313700599999993,0.0447147999999288
0.6,1.5526474000001145,0.034614999999939756
0.7,1.569447399999899,0.03074979999992138
0.8,2.38334760000007,0.02203480000016498
0.9,4.2944377999999235,0.013295199999902252
