param_SVM__max_iter,train acc,test acc
1,0.592470885897513,0.6280981946505693
4,0.5554034943624552,0.6006653528076037
16,0.6150722087828644,0.5960413934947687
64,0.5901804615170863,0.512015263169862
256,0.5884045562635825,0.5639932198808881
1024,0.5778347788345237,0.562323266416398
