mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__decision_function_shape,param_SVM__gamma,param_SVM__max_iter,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
17.048676633834837,0.07752217405406311,1.996670389175415,0.003703515794939873,0.1,balanced,ovo,0.043478260869565216,-1,0.001,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': -1, 'SVM__tol': 0.001}",0.7147756457233749,0.7090078080365644,0.701817189771865,0.6954238497277918,0.6959348142141563,0.7033926465293968,0.007519589957757161,33,0.7094569430119243,0.7084368396377562,0.7102689675589903,0.7114190982620672,0.7129333005501357,0.7105030298041747,0.0015597193230556267
16.63814859390259,0.14614791823893475,1.9904302120208741,0.010811615807269293,0.1,balanced,ovo,0.043478260869565216,-1,0.031,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': -1, 'SVM__tol': 0.031}",0.7147756457233749,0.7087402852971316,0.701817189771865,0.6954238497277918,0.6956672914747234,0.7032856485804044,0.007533818768159832,35,0.7090703121820923,0.7083699634256246,0.7102529452971953,0.7114525363681329,0.7126136313115685,0.7103518777169227,0.0015431889638775243
16.678159952163696,0.0673109527045189,1.9897370338439941,0.007093713048046179,0.1,balanced,ovo,0.043478260869565216,-1,0.061,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': -1, 'SVM__tol': 0.061}",0.7139036591452945,0.7082694755042879,0.7008113345001556,0.6962317079437628,0.6956034995302592,0.7029646978314027,0.007098909043200923,39,0.708920519605127,0.7083016936310179,0.7103720690421385,0.7116385363252075,0.7129680768101634,0.7104401790827308,0.001715427114956693
17.313512754440307,0.3824553753135904,2.0506875038146974,0.044395245539356136,0.1,balanced,ovo,0.043478260869565216,-1,0.091,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': -1, 'SVM__tol': 0.091}",0.7135024823600579,0.7092110950899753,0.7018867154555595,0.6962317079437628,0.6949984846261412,0.7031668680950048,0.007208657052106895,37,0.708804167370591,0.7081999857303453,0.7097325642794641,0.711471345794879,0.7128664243380043,0.7102148975026568,0.0017258001717180011
0.061742401123046874,0.0018057438861674685,0.014504814147949218,0.00025517510036525203,0.1,balanced,ovo,0.043478260869565216,42,0.001,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': 42, 'SVM__tol': 0.001}",0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5,8.60004916716497e-17,313,0.4999999999999999,0.5,0.5,0.5,0.5000000000000001,0.5,7.021666937153402e-17
0.06103224754333496,0.0033079468163788343,0.014248466491699219,0.0004360230002288689,0.1,balanced,ovo,0.043478260869565216,42,0.031,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': 42, 'SVM__tol': 0.031}",0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5,8.60004916716497e-17,313,0.4999999999999999,0.5,0.5,0.5,0.5000000000000001,0.5,7.021666937153402e-17
0.06076250076293945,0.0026597029986105856,0.01404271125793457,0.00022091452304261332,0.1,balanced,ovo,0.043478260869565216,42,0.061,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': 42, 'SVM__tol': 0.061}",0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5,8.60004916716497e-17,313,0.4999999999999999,0.5,0.5,0.5,0.5000000000000001,0.5,7.021666937153402e-17
0.06216120719909668,0.002637889914332127,0.014685583114624024,0.0003632872507421858,0.1,balanced,ovo,0.043478260869565216,42,0.091,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.043478260869565216, 'SVM__max_iter': 42, 'SVM__tol': 0.091}",0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5,8.60004916716497e-17,313,0.4999999999999999,0.5,0.5,0.5,0.5000000000000001,0.5,7.021666937153402e-17
19.675719594955446,0.1511072529256979,2.3606710910797117,0.01426172037365993,0.1,balanced,ovo,0.2934782608695652,-1,0.001,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.2934782608695652, 'SVM__max_iter': -1, 'SVM__tol': 0.001}",0.6829339697765046,0.6919264055523816,0.6834253792928331,0.6837782977089776,0.6774244342814378,0.6838979268864059,0.004637259212549303,51,0.7101801583291162,0.712898807283936,0.719532094527219,0.7135613022207831,0.7200116076197574,0.7152367939961624,0.0038753443877239673
19.27433400154114,0.044793241790059335,2.345162582397461,0.013853867246893798,0.1,balanced,ovo,0.2934782608695652,-1,0.031,"{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.2934782608695652, 'SVM__max_iter': -1, 'SVM__tol': 0.031}",0.6826665185863467,0.6927342637683526,0.6834253792928331,0.6835107749695447,0.6772207034864692,0.6839117549296717,0.004990907478391404,49,0.7100972464370091,0.7127810771214683,0.7192311515726278,0.7135787180650537,0.719726714641218,0.7150829815674753,0.003773345963630896
