,train,test
0.1,0.00148559999979625,0.1204570000001695
0.2,0.0023713999999017688,0.19481900000027963
0.3,0.0030321999998704995,0.21562479999993228
0.4,0.003991999999925611,0.22240059999967343
0.5,0.004818399999930989,0.19510640000007698
0.6,0.005787000000054832,0.17870420000035664
0.7,0.0064199999997072155,0.14216540000015812
0.8,0.007850999999936903,0.1068119999999908
0.9,0.009634999999616412,0.05593440000047849
