param_SVM__max_iter,train acc,test acc
1,0.567741805321002,0.5711702059208804
4,0.5486488788796922,0.5437287365359951
16,0.4804924480945222,0.4737975907710135
64,0.47953287939570277,0.4804353957566362
256,0.4743682838139745,0.47910949576290934
1024,0.5288316087513357,0.5276025705882097
