,train,test
0.1,0.014879599999994752,0.005406599999992068
0.2,0.029588999999998578,0.004574800000000323
0.3,0.044387600000004565,0.004696800000021995
0.4,0.05897320000000263,0.003922600000009879
0.5,0.07521299999998518,0.003669399999989764
0.6,0.09172879999998713,0.002700399999991987
0.7,0.1059221999999977,0.0017047999999931563
0.8,0.1207587999999987,0.00139840000000504
0.9,0.13728219999999283,0.0010085999999887463
