,0,1,2,3,4
572,0.9812382739212009,0.9528297319541046,0.9528297319541046,0.9528297319541046,0.9528297319541046
601,0.9972801450589303,0.9544912897917491,0.9544912897917491,0.9544912897917491,0.9544912897917491
629,0.997384481255449,0.9560832107585625,0.9560832107585625,0.9560832107585625,0.9560832107585625
658,0.9768868889343422,0.9292282491344327,0.9292282491344327,0.9292282491344327,0.9292282491344327
687,0.9776769114384992,0.9122492177434194,0.9122492177434194,0.9122492177434194,0.9122492177434194
715,0.9558823529411762,0.9365476461223556,0.9365476461223556,0.9365476461223556,0.9365476461223556
744,0.9606299212598426,0.9390001528818224,0.9390001528818224,0.9390001528818224,0.9390001528818224
773,0.9677419354838712,0.9435989578654215,0.9435989578654215,0.9435989578654215,0.9435989578654215
801,0.968211920529801,0.9222304266012423,0.9222304266012423,0.9222304266012423,0.9222304266012423
830,0.9699296225207934,0.923225008021269,0.923225008021269,0.923225008021269,0.923225008021269
858,0.9588652238241064,0.9406026252983296,0.9406026252983296,0.9406026252983296,0.9406026252983296
887,0.9591037668003773,0.9135939450377432,0.9135939450377432,0.9135939450377432,0.9135939450377432
916,0.9520130873398163,0.9248523112793573,0.9248523112793573,0.9248523112793573,0.9248523112793573
944,0.948239180135154,0.9261825851159985,0.9261825851159985,0.9261825851159985,0.9261825851159985
973,0.949874162488951,0.9258596461728783,0.9258596461728783,0.9258596461728783,0.9258596461728783
1002,0.9500119526803071,0.9276285376752789,0.9276285376752789,0.9276285376752789,0.9276285376752789
1030,0.9501171744224977,0.9272996219799483,0.9272996219799483,0.9272996219799483,0.9272996219799483
1059,0.9597399078840423,0.9279782292497537,0.9279782292497537,0.9279782292497537,0.9279782292497537
1088,0.9619441026542452,0.9310678851685873,0.9310678851685873,0.9310678851685873,0.9310678851685873
1116,0.9628038558256498,0.9281228192602933,0.9281228192602933,0.9281228192602933,0.9281228192602933
1145,0.9633614055979696,0.9280122421177377,0.9280122421177377,0.9280122421177377,0.9280122421177377
1687,0.9513284966126943,0.9485279178849365,0.9485279178849365,0.9485279178849365,0.9485279178849365
2230,0.9417627347422449,0.9486244008811331,0.9486244008811331,0.9486244008811331,0.9486244008811331
2772,0.9432584269662919,0.9547757072581967,0.9547757072581967,0.9547757072581967,0.9547757072581967
3315,0.9456465637981485,0.9399450276653154,0.9546085334656625,0.9546085334656625,0.9546085334656625
3857,0.9443304297792615,0.9469959147563156,0.9476644794996446,0.9476644794996446,0.9476644794996446
4400,0.9464516520445465,0.9477164714220206,0.9476705839353583,0.9476705839353583,0.9476705839353583
4942,0.9459443065120556,0.9473715103268657,0.9470225552485638,0.9470225552485638,0.9470225552485638
5485,0.9474162276749144,0.951595546595098,0.9447343135619706,0.9447343135619706,0.9447343135619706
6027,0.9432787854649732,0.9497359346736634,0.9436769304641301,0.9413682323663005,0.9413682323663005
6570,0.9404600520732477,0.941954812133314,0.9418775369202874,0.9412674805505358,0.9412674805505358
7112,0.9427122907223523,0.9443263767590195,0.9439300036456412,0.942275042444819,0.942275042444819
7655,0.9450141057278132,0.9439636042599533,0.9427048142004917,0.9424731767911202,0.9424731767911202
8197,0.942259837612144,0.9426384517448659,0.9415943586188313,0.9461451525310259,0.9461451525310259
8740,0.943178925729298,0.9449738773678659,0.9423767298515557,0.9446712105212652,0.943655108947448
9282,0.9427409771495495,0.9459112147226661,0.9428973265763024,0.9444846729423118,0.93986455770108
9825,0.9430318125843108,0.9464611587399437,0.9440038407541107,0.9423097736192741,0.9406985886332968
10367,0.9421043745827987,0.9455802332826622,0.9416928987514347,0.9416451167290283,0.9405097868767281
10910,0.9441185292862162,0.9449373823086827,0.9411730753583827,0.9407794676806074,0.9420841308627649
11453,0.9446141823008535,0.9447084026885285,0.9428586607081004,0.9414487619815802,0.9412486527752776
