param_SVM__max_iter,train acc,test acc
1,0.574930361303338,0.5898341450077937
4,0.746899431318713,0.7549185547946524
16,0.9638586674157223,0.9644180324982036
64,0.9952239480739694,0.9936237806275038
256,0.9962083916415461,0.9954469256400175
1024,0.9962083916415461,0.9954469256400175
