mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04834446907043457,0.004748906073898278,0.0037024497985839845,0.0002548207422909302,1,{'MLP__max_iter': 1},0.7795195136935364,0.7844828143693214,0.7820706825750962,0.7928638406570312,0.7821739210768215,0.7842237850479747,0.004598978758560081,22,0.7847454931269464,0.7840478422107242,0.7827602368861264,0.786363255591708,0.7855643935719598,0.784696244277493,0.0012412562368820496
0.08511838912963868,0.002204010551542984,0.0036982059478759765,0.0003564617409067841,2,{'MLP__max_iter': 2},0.8409739062954699,0.8663788922300905,0.8539528567271316,0.8530442655285027,0.8431073865184836,0.8514981359196865,0.009067128854383388,21,0.8546747285097608,0.851255705361865,0.8518354859122261,0.8527931209804115,0.8557950981343163,0.8532708277797159,0.0017141765664324628
0.16566319465637208,0.003243480740095389,0.0035474300384521484,0.0003528949036747982,4,{'MLP__max_iter': 4},0.9067093478190578,0.9173634688136583,0.9173667022342936,0.9154557506386007,0.9041271727431879,0.9122109187022271,0.0056416438786428035,20,0.9162347876712831,0.9161555298572581,0.9125078420279935,0.9122343342895836,0.9170805445080349,0.9148426076708306,0.0020457033874383542
0.3209709167480469,0.004916612338363185,0.0036658287048339845,0.00033171479794691817,8,{'MLP__max_iter': 8},0.9560157790927022,0.956655996378569,0.9630323018721506,0.9631228376499501,0.9540633704252872,0.9585816511706885,0.0037712794801121425,19,0.9605453537030674,0.961912749837588,0.959736096395705,0.960898737709248,0.9633257347948393,0.9612837344880896,0.001237258091998487
0.6301678657531739,0.003182854279328459,0.0035382747650146485,0.00011422719469430387,16,{'MLP__max_iter': 16},0.9776441297248359,0.9780547741455687,0.9794677789633652,0.9796035826300645,0.9797346516451183,0.9789003197486912,0.0008724583558600967,18,0.9819716640246636,0.9822675865534582,0.9812872957291181,0.9821428844253922,0.9813900475312832,0.9818118956527832,0.00039897233355887316
1.2558026790618897,0.008370148435611334,0.0035470962524414063,0.00023538894255689408,32,{'MLP__max_iter': 32},0.9898017913150322,0.9870242829889743,0.988026643386038,0.9868432114333756,0.9881505526839701,0.9879691520655316,0.00105447517352693,17,0.9912479871391345,0.9918184418979008,0.9918178812466483,0.9930946552510356,0.9909173214343453,0.9917792573938129,0.0007427624696878288
2.508517694473267,0.015228825304329084,0.0033808231353759767,9.304245262012051e-05,64,{'MLP__max_iter': 64},0.9931257477285221,0.9931710156174218,0.9936721958159537,0.9896659876483332,0.9904369275113285,0.9920156306509,0.0016325008686698056,16,0.9969916249933103,0.9961710184434086,0.9960228702952605,0.9974247201952156,0.9971432728683675,0.9967507013591126,0.0005535753461060959
4.888249158859253,0.0896809421694378,0.0036658763885498045,0.00021902306386235266,128,{'MLP__max_iter': 128},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.8828880310058596,0.14088616472155568,0.00388031005859375,0.0007245919521148929,256,{'MLP__max_iter': 256},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.658483982086182,0.21981058473179074,0.0034344673156738283,8.556528914724444e-05,512,{'MLP__max_iter': 512},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.443556594848633,0.10099099618404092,0.0034251689910888674,7.572774599029706e-05,1024,{'MLP__max_iter': 1024},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.438558149337768,0.10918377375833262,0.003402996063232422,8.230579540285974e-05,2048,{'MLP__max_iter': 2048},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.457083415985108,0.11607755676841987,0.003389596939086914,1.351562099391266e-05,2100,{'MLP__max_iter': 2100},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
4.580041408538818,0.138612193934475,0.003668403625488281,0.0002572365923965535,2200,{'MLP__max_iter': 2200},0.9949461635464159,0.9937627315937531,0.9942639117922849,0.9902577036246648,0.991993704068105,0.9930456797238618,0.0017027439631670447,1,0.998564508410243,0.9984165471458457,0.9988379193377096,0.9991455648765455,0.9994422349403432,0.9988813549421375,0.0003748914311707695
