,0,1,2,3,4
959,0.7518575470537581,0.8348981750859562,0.8348981750859562,0.8348981750859562,0.8348981750859562
1007,0.7509343715239155,0.8187888494605731,0.8187888494605731,0.8187888494605731,0.8187888494605731
1055,0.7731125399950776,0.8526810016330975,0.8526810016330975,0.8526810016330975,0.8526810016330975
1103,0.7559582592665745,0.8309452661985158,0.8309452661985158,0.8309452661985158,0.8309452661985158
1151,0.7668399501359142,0.8263940030366673,0.8263940030366673,0.8263940030366673,0.8263940030366673
1199,0.7699293803282861,0.8056728851343422,0.8056728851343422,0.8056728851343422,0.8056728851343422
1247,0.7748231316885326,0.8153148987330066,0.8153148987330066,0.8153148987330066,0.8153148987330066
1295,0.7786730545876887,0.7770053475935828,0.7770053475935828,0.7770053475935828,0.7770053475935828
1343,0.7726133617308907,0.7943408862596273,0.7943408862596273,0.7943408862596273,0.7943408862596273
1391,0.7611470860314524,0.7689837097371345,0.7689837097371345,0.7689837097371345,0.7689837097371345
1439,0.7682129051442165,0.7797418099142237,0.7797418099142237,0.7797418099142237,0.7797418099142237
1487,0.7657986466552227,0.7791559554413025,0.7791559554413025,0.7791559554413025,0.7791559554413025
1535,0.750948560830047,0.7812860702555693,0.7812860702555693,0.7812860702555693,0.7812860702555693
1583,0.7600228483325825,0.7862635050135051,0.7862635050135051,0.7862635050135051,0.7862635050135051
1631,0.7623037876000769,0.7733964248159833,0.7733964248159833,0.7733964248159833,0.7733964248159833
1679,0.7561681730577522,0.7587512859032348,0.7587512859032348,0.7587512859032348,0.7587512859032348
1727,0.7807567294030635,0.7655954722511473,0.7655954722511473,0.7655954722511473,0.7655954722511473
1775,0.774664445061557,0.7622727422285427,0.7622727422285427,0.7622727422285427,0.7622727422285427
1823,0.7501983364205081,0.7483845555879456,0.7483845555879456,0.7483845555879456,0.7483845555879456
1871,0.7616694684000942,0.7479883820998279,0.7479883820998279,0.7479883820998279,0.7479883820998279
1919,0.763557081954656,0.743235895121508,0.743235895121508,0.743235895121508,0.743235895121508
2829,0.737417979476803,0.763795005304372,0.763795005304372,0.763795005304372,0.763795005304372
3738,0.7468202056620439,0.7279720932092143,0.7279720932092143,0.7279720932092143,0.7279720932092143
4648,0.7335492283760975,0.7385937233498209,0.7385937233498209,0.7385937233498209,0.7385937233498209
5557,0.7323895078390552,0.7424269572645047,0.7446809693406451,0.7446809693406451,0.7446809693406451
6467,0.7406879683511576,0.746802237735593,0.7377621317260177,0.7377621317260177,0.7377621317260177
7376,0.737984198049756,0.7460004433141625,0.7329939542301843,0.7329939542301843,0.7329939542301843
8285,0.7348697191701479,0.7379498322104721,0.736327684408242,0.736327684408242,0.736327684408242
9195,0.7317023572388442,0.7396664015100336,0.7360318103245943,0.7360318103245943,0.7360318103245943
10104,0.7281248730781207,0.730809750307997,0.7304905840888476,0.7292906763872303,0.7292906763872303
11014,0.728347096538261,0.7321503008398781,0.7326051298142588,0.7365731376444337,0.7365731376444337
11923,0.7280091618411673,0.7326276129565316,0.7349760971581295,0.7372007547930871,0.7372007547930871
12833,0.7323723749505001,0.7339945487050802,0.7264658047464456,0.7308987138387424,0.7308987138387424
13742,0.7323162155537595,0.7309230639272927,0.7290938090510005,0.7319474461698715,0.7319474461698715
14651,0.730130327598049,0.7323175817810168,0.7328167908920235,0.7273607822729188,0.7262601520409236
15561,0.73009152723628,0.7317788351564455,0.7296656412787546,0.731006835678881,0.7278205889439625
16470,0.7299423157298026,0.7294758968590632,0.7300753699266975,0.7299125908560282,0.7280589846486792
17380,0.7302895222570912,0.7317628655730579,0.730734276487361,0.7272382656057728,0.7307995233882587
18289,0.7319042541348559,0.7274318091356982,0.7292270527637238,0.7278445026512488,0.730311032833288
19199,0.7252058640077415,0.7247154161506131,0.7262204677761397,0.729019070900518,0.7245478760124476
