,train,test
0.1,0.005925999999993792,0.0014397999999914645
0.2,0.015048000000001593,0.0012478000000044176
0.3,0.022834400000010645,0.001239000000003898
0.4,0.030670399999996788,0.001082000000002381
0.5,0.03858240000000705,0.000945000000001528
0.6,0.04773819999999773,0.0008722000000034313
0.7,0.05458980000000224,0.0007054000000096039
0.8,0.06314899999999284,0.000586799999990717
0.9,0.07042180000000257,0.0004158000000018092
