mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.021332311630249023,0.0003804800308119212,0.0020485401153564455,0.0001801839732093362,1,0.01,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 1}",0.9219918842284011,0.9041743272869736,0.9094061838524341,0.9282060115540856,0.9336882152609456,0.9194926035343773,0.011135772163152789,662,0.9196174955619065,0.9235025596461537,0.9227259007925431,0.9180493313060852,0.9165898583797929,0.9200970291372963,0.002654500699064825
0.03992462158203125,0.0004064976784048123,0.002176713943481445,2.6364998732116838e-05,1,0.01,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 2}",0.9219918842284011,0.9041743272869736,0.8959804530251745,0.9282060115540856,0.9336882152609456,0.9168080199781233,0.014387376475505694,771,0.9196174955619065,0.9235025596461537,0.9203355345378552,0.9180493313060852,0.9165898583797929,0.9196189558863587,0.0023338816716664806
0.09522290229797363,0.0014597167674739297,0.0025058746337890624,7.777791437436103e-05,1,0.01,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 5}",0.9219918842284011,0.9041743272869736,0.9094061838524341,0.9282060115540856,0.9336882152609456,0.9194926035343773,0.011135772163152789,662,0.9196174955619065,0.9235025596461537,0.9227259007925431,0.9180493313060852,0.9165898583797929,0.9200970291372963,0.002654500699064825
0.18972306251525878,0.0010371924123498103,0.003148794174194336,4.915171183508698e-05,1,0.01,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 10}",0.9219918842284011,0.9041743272869736,0.8959804530251745,0.9282060115540856,0.9336882152609456,0.9168080199781233,0.014387376475505694,771,0.9196174955619065,0.9235025596461537,0.9203355345378552,0.9180493313060852,0.9165898583797929,0.9196189558863587,0.0023338816716664806
0.3719454288482666,0.0011127165804710542,0.004641962051391601,0.00017436582024127207,1,0.01,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 20}",0.9219918842284011,0.9041743272869736,0.8959804530251745,0.9282060115540856,0.9336882152609456,0.9168080199781233,0.014387376475505694,771,0.9196174955619065,0.9235025596461537,0.9203355345378552,0.9180493313060852,0.9165898583797929,0.9196189558863587,0.0023338816716664806
0.5587793350219726,0.0013485023509825955,0.0058786869049072266,9.171017877505775e-05,1,0.01,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 30}",0.9219918842284011,0.9041743272869736,0.8959804530251745,0.9282060115540856,0.9289580142846209,0.9158621780033211,0.013365777678705905,822,0.9196174955619065,0.9235025596461537,0.9203355345378552,0.9180493313060852,0.9131763623182104,0.9189362566740422,0.0033833772297595876
0.8385026454925537,0.005794300298412382,0.007981395721435547,0.00045365121937529463,1,0.01,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 45}",0.9219918842284011,0.9041743272869736,0.889975644830942,0.9282060115540856,0.9289580142846209,0.9146614679977277,0.01523668973035096,841,0.9196174955619065,0.9235025596461537,0.9178536920398682,0.9180493313060852,0.9131763623182104,0.9184398881744448,0.003323199259879632
1.110670518875122,0.0017542196649836415,0.010294246673583984,0.000227291492869467,1,0.01,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 60}",0.9121937684277369,0.9041743272869736,0.889975644830942,0.9282060115540856,0.9289580142846209,0.9127008867874397,0.014791182655249707,862,0.9125051414482147,0.9235025596461537,0.9178536920398682,0.9180493313060852,0.9131763623182104,0.9170174173517063,0.003973301144945031
1.4854317665100099,0.0034126819388463022,0.013587236404418945,0.00031640658893224876,1,0.01,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 80}",0.9121937684277369,0.9041743272869736,0.889975644830942,0.9282060115540856,0.9289580142846209,0.9127008867874397,0.014791182655249707,862,0.9125051414482147,0.9235025596461537,0.9178536920398682,0.9180493313060852,0.9131763623182104,0.9170174173517063,0.003973301144945031
1.6672947883605957,0.004223261607078123,0.015318059921264648,0.0005370690514521562,1,0.01,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 90}",0.9121937684277369,0.9054858420951913,0.889975644830942,0.9315996467918607,0.9289580142846209,0.9136418112249649,0.015398378287707678,855,0.9125051414482147,0.9246521958920589,0.9178536920398682,0.9190662854004928,0.9131763623182104,0.917450735419769,0.004412767246403432
1.8553856372833253,0.0043551711763625085,0.01681513786315918,0.0004328066360803382,1,0.01,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 100}",0.9184502366596347,0.9054858420951913,0.889975644830942,0.9315996467918607,0.9289580142846209,0.9148937166226732,0.015483851844057234,838,0.9208902466329514,0.9246521958920589,0.9178536920398682,0.9190662854004928,0.9131763623182104,0.9191277564567164,0.0037595721489809934
